|activity_type|actor|actor_device_id|actor_displayname|actor_id|actor_objecttype|actor_system|actor_team|actor_url|added_date|change value1|criticality|derivedfrom|description|descriptor-tags|endtime|excerpt|excerpttagsurl|id|idverb|location|object_actor|object_address|object_content|object_datafields|object_descriptor-tags|object_descriptor_tags|object_displayname|object_endtime|object_id|object_object|object_objecttype|object_position|object_provider|object_published|object_starttime|object_title|object_url|object_verb|provenance_actor|provenance_relationship|provider_displayname|published|reason|reasonobject_object|starttime|status|subverb|system|system_id|tags|tagsurl|target_displayname|target_id|target_objecttype|target_url|time|timestamp|title|titleexcerpttagsurl|titleexcerpttagsurladded_date|url|value|value1|value1_type|value2|value2_type|value3|value3_type|value4|value4_type|value5|value5_type|value_type|verb
246|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sat 4 Apr 2015 11:04:12 GMT +0|||||April 04, 2015 at 04:23AM|||||||||||time|
247| weather|||||||||||||||||||||||||||||||||||||||||||||||||||||||||Sat 4 Apr 2015 19:14:19 GMT +0|||| http://ift.tt/Ja6u9Z| 62||||||||||| fahrenheit|
248|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 02:07:22 GMT +0|||||April 04, 2015 at 07:26PM|||||||||||time|
249| sunset|||||||||||||||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 02:38:09 GMT +0|||| http://ift.tt/Ja6u9Z| April 04, 2015 at 10:34PM||||||||||| time|
250|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 03:43:53 GMT +0|||||April 04, 2015 at 09:01PM|||||||||||time|
251|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 05:17:21 GMT +0|||||April 04, 2015 at 10:39PM|||||||||||time|
252|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 06:52:09 GMT +0|||||April 05, 2015 at 12:17AM|||||||||||time|
253|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 08:27:27 GMT +0|||||April 05, 2015 at 01:53AM|||||||||||time|
254|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 10:03:25 GMT +0|||||April 05, 2015 at 03:30AM|||||||||||time|
255|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Sun 5 Apr 2015 11:53:11 GMT +0|||||April 05, 2015 at 05:08AM|||||||||||time|
256||||Martin Smith|tag:example.org,2011:martin|person|||http://example.org/martin||||||||||http://128.32.78.37:8080/activities/5c690d0ee39744d1b31b321d79066b85|||||||||||tag:example.org,2011:abc123/xyz||||||||http://example.org/blog/2011/02/entry|||||2011-02-10T15:04:55.000Z||||||||||Martin's Blog|tag:example.org,2011:abc123|blog|http://example.org/blog/||Mon 6 Apr 2015 00:44:08 GMT +0|||||||||||||||||post
257|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 01:06:25 GMT +0|||||April 05, 2015 at 06:34PM|||||||||||time|
258||||Windpark Monitor|http://example.org/monitors/windparkmonitor|software|||||||||||||http://128.32.78.37:8080/activities/86b6c01e7e714eebb3c4fc2f26cfd8c8|||||||||Maintenance Technician||http://example.org/maintainers/152||person|||||||||||2015-04-04T05:51:06.199Z|||||||||||||||Mon 6 Apr 2015 01:34:11 GMT +0|||||||||||||||||invite
259||||Smartphone|tag:example.org,2015:smartphone|device|||http://example.org/smartphone||||||||||http://128.32.78.37:8080/activities/d69aea1608a14acf8f3674c42b6826f4|||||||||||tag:example.org,2011:abc123/xyz||||||||http://example.org/blog/2015/03/Exerciseentry|||||2011-02-10T15:04:55.000Z||||||||||AS Base|tag:example.org,2015:abc123|database|http://example.org/asbase/||Mon 6 Apr 2015 01:34:12 GMT +0|||||||||||||||||add
260||||Smartphone|tag:example.org,2015:smartphone|device|||http://example.org/smartphone||||||||||http://128.32.78.37:8080/activities/d818777d908b4666b3d2a5928828eca7|||||||||||tag:example.org,2011:abc123/xyz||||||||http://example.org/blog/2015/03/Exerciseentry|||||2011-02-10T15:04:55.000Z||||||||||AS Base|tag:example.org,2015:abc123|database|http://example.org/asbase/||Mon 6 Apr 2015 01:34:13 GMT +0|||||||||||||||||add
261||||Smartphone|tag:example.org,2015:smartphone|device|||http://example.org/smartphone||||||||||http://128.32.78.37:8080/activities/848548c9822a4b88b5c75942538bd67d|||||||||||tag:example.org,2011:abc123/xyz||||||||http://example.org/blog/2015/03/Exerciseentry|||||2011-02-10T15:04:55.000Z||||||||||AS Base|tag:example.org,2015:abc123|database|http://example.org/asbase/||Mon 6 Apr 2015 01:34:14 GMT +0|||||||||||||||||add
262||||Smartphone|tag:example.org,2015:smartphone|device|||http://example.org/smartphone||||||||||http://128.32.78.37:8080/activities/3e7157c7c4184762a2dc3080d1696bdc|||||||||||tag:example.org,2011:abc123/xyz||||||||http://example.org/blog/2015/03/Exerciseentry|||||2011-02-10T15:04:55.000Z||||||||||AS Base|tag:example.org,2015:abc123|database|http://example.org/asbase/||Mon 6 Apr 2015 01:34:15 GMT +0|||||||||||||||||add
263||||ISchool Seating Reservation System|http://serene-wave-9290.herokuapp.com/new_request/||||||||||||||http://128.32.78.37:8080/activities/f68da64833944c2e8190d6cbe77154cb|||Audrey's Awesome Android App||||rolling||||http://128.32.78.37:8080/activities/50dc86829864435bb2158bf9388454c7|objectType||||||||request||||2015-04-01T22:02:43.000Z|Your request has been noted, but these seats are not reservable.||||||||||||||Mon 6 Apr 2015 01:34:18 GMT +0|||||||||||||||||deny
264||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/50dc86829864435bb2158bf9388454c7|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:41 GMT +0|||||||||||||||||request
265||||ISchool Seating Reservation System|http://serene-wave-9290.herokuapp.com/new_request/||||||||||||||http://128.32.78.37:8080/activities/d1596e2cd94f42de9a3f022bc978f1bf|||Audrey's Awesome Android App||||rolling||||http://128.32.78.37:8080/activities/8157c0f197f94f2e9d43ac7ddaa3bdf0|objectType||||||||request||||2015-04-01T20:26:39.000Z|Your request has been noted, but these seats are not reservable.||||||||||||||Mon 6 Apr 2015 01:50:42 GMT +0|||||||||||||||||deny
266||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/8157c0f197f94f2e9d43ac7ddaa3bdf0|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:43 GMT +0|||||||||||||||||request
267||||ISchool Seating Reservation System|http://serene-wave-9290.herokuapp.com/new_request/||||||||||||||http://128.32.78.37:8080/activities/8c4184d307d242e8a0caa6c09b9fae68|||Audrey's Awesome Android App||||rolling||||http://128.32.78.37:8080/activities/4df2b69e46f442bd85a20926706b3ac3|objectType||||||||request||||2015-04-01T20:26:04.000Z|Your request has been noted, but these seats are not reservable.||||||||||||||Mon 6 Apr 2015 01:50:44 GMT +0|||||||||||||||||deny
268||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/4df2b69e46f442bd85a20926706b3ac3|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:45 GMT +0|||||||||||||||||request
269||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/085d8e689a414f299fe3e42a89555ae4|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:46 GMT +0|||||||||||||||||request
270||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/03d11eb4b423415a8902d3de5fb2d7c6|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:47 GMT +0|||||||||||||||||request
271||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/86731c1d68794184ab5008c3c2bbe6fd|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:48 GMT +0|||||||||||||||||request
272||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/1fe1094c337547b8b2214d5594384d17|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:49 GMT +0|||||||||||||||||request
273||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/8ba955ff1567463e9713becca358836b|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:50 GMT +0|||||||||||||||||request
274||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/2382c1bc160145e599cec26fa50b7beb|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:51 GMT +0|||||||||||||||||request
275||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/893daf6ea95e4a4b8d5bead89e8f8472|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:52 GMT +0|||||||||||||||||request
276||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/46331058d70a4f2aabad982b0f40a8b6|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:53 GMT +0|||||||||||||||||request
277||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/2d3714971e064f60abfe0c9ca7547bb0|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:54 GMT +0|||||||||||||||||request
278||Audrey's Awesome Android App|||||||||||||chair,rolling||||http://128.32.78.37:8080/activities/db208695ecba480ca0e1b2da8ce85cd1|||||||||Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude|||||||||||||||||||||||||Mon 6 Apr 2015 01:50:55 GMT +0|||||||||||||||||request
279||||ISchool Seating Reservation System|127.0.0.1:8000||||||||||||||http://128.32.78.37:8080/activities/7dd12f569c314bceab18853209f3376b||||||||||||||||||||||||2015-04-01T16:04:39.000Z|Your request has been noted, but these seats are not reservable.||||||||||||||Mon 6 Apr 2015 01:51:05 GMT +0|||||||||||||||||deny
280||||ISchool Seating Reservation System|127.0.0.1:8000||||||||||||||http://128.32.78.37:8080/activities/107e18d168ff4c0f9dd043e4446e5350||||||||||||||||||||||||2015-04-01T16:01:11.000Z|Your request has been noted, but these seats are not reservable.||||||||||||||Mon 6 Apr 2015 01:51:05 GMT +0|||||||||||||||||deny
281||||Windpark Monitor|http://example.org/monitors/windparkmonitor|software|||||||||||||http://128.32.78.37:8080/activities/a1a279c2067c4426b12cfbec544439e6|||||||||Maintenance Technician||http://example.org/maintainers/152||person|||||||||||2015-03-31T23:11:22.789Z|||||||||||||||Mon 6 Apr 2015 01:51:06 GMT +0|||||||||||||||||invite
282||Audrey's Awesome Android App|||||||||||||||||chairID|||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 01:51:08 GMT +0|||||||||||||||||kVerbPost
283||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/9cb4b33c8fb04992b9ba9f41ef0681ab||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2015-03-28T03:43:02.000Z|||||||||||||||Mon 6 Apr 2015 01:51:09 GMT +0|||||||||||||||||leave
284||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/ddf2352aa3f14c6687ab787297a09cac||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2015-03-28T03:42:55.000Z|||||||||||||||Mon 6 Apr 2015 01:51:10 GMT +0|||||||||||||||||checkin
285||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/9aa67b4b22974470a0ecc6455dc982ed||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2015-03-28T03:42:08.000Z|||||||||||||||Mon 6 Apr 2015 01:51:11 GMT +0|||||||||||||||||leave
286||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/b696d591545d4dbea941b68c62006662||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2015-03-28T03:34:16.000Z|||||||||||||||Mon 6 Apr 2015 01:51:12 GMT +0|||||||||||||||||leave
287||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/7a985df8e8a74b93ae641d516d2c797a||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2015-03-28T03:34:11.000Z|||||||||||||||Mon 6 Apr 2015 01:51:13 GMT +0|||||||||||||||||checkin
288||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/41f405d41b0649beb2666d90c0acaf00||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2015-03-28T03:33:59.000Z|||||||||||||||Mon 6 Apr 2015 01:51:14 GMT +0|||||||||||||||||leave
289||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/05f3beed774f4b138e69efa8e7d404ff||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:51:15 GMT +0|||||||||||||||||leave
290||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/67cf005924494d0ca067b6349f9a294a||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:51:16 GMT +0|||||||||||||||||checkin
291||||Unknown||person|||||||||||||http://128.32.78.37:8080/activities/0c3afebaeda448b3a5a76b2cb90feab8||||||||rolling|Chair at 202 South Hall, UC Berkeley||http://example.org/berkeley/southhall/202/chair/1||place|longitude||||||||||2011-02-10T15:04:55.000Z|||||||||||||||Mon 6 Apr 2015 01:51:17 GMT +0|||||||||||||||||leave
292||||Windpark Monitor|http://example.org/monitors/windparkmonitor|software|||||||||||||http://128.32.78.37:8080/activities/aa75e6e3ed1c483683ae75e4f7dccc9b|||||||||Maintenance Technician||http://example.org/maintainers/152||person|||||||||||2015-03-27T22:28:17.857Z||||||||||Turbine 11 Monitor|http://example.org/monitors/11|software|||Mon 6 Apr 2015 01:51:18 GMT +0|||||||||||||||||invite
293||||Turbine 11 Monitor|http://example.org/monitors/11|software||||||critical|||||||http://128.32.78.37:8080/activities/e1403bccc59643b998c7bb91ae41c2ec||||||||||||||||||||||||2015-03-27T22:28:17.754Z||||completed|||||||||||Mon 6 Apr 2015 01:51:19 GMT +0|||||||||||||||||analyze
294||||Siemens Wind Turbine 11|http://example.org/windturbine_11|device|||||||||||||http://128.32.78.37:8080/activities/7cf0cea854b84237870ea2b910c9c679||||||windSpeed|||||||deviceRecord||||||http://russet.ischool.berkeley.edu:8081/tim_testdata/data_turbine11_all.csv|||||2015-03-27T22:28:16.795Z||||completed|strongWinds||||||||||Mon 6 Apr 2015 01:51:20 GMT +0|||||||||||||||||add
295||||Windpark Monitor|http://example.org/monitors/windparkmonitor|software|||||||||||||http://128.32.78.37:8080/activities/6289fddc03244b71999176cbac631a68|||||||||Maintenance Technician||http://example.org/maintainers/152||person|||||||||||2015-03-27T19:22:08.829Z||||||||||Turbine 11 Monitor|http://example.org/monitors/11|software|||Mon 6 Apr 2015 01:51:42 GMT +0|||||||||||||||||invite
